listing_id,state,city,area,micro_location,address,property_type,listing_status,title_tenure,bedrooms,bathrooms,parking_spaces,land_size_sqm,built_area_sqm,lot_shape,year_built,condition,listing_price_naira,price_per_sqm_naira,estimated_monthly_rent_naira,estimated_annual_rent_naira,service_charge_naira,annual_maintenance_naira,est_insurance_ground_rent_naira,gross_yield,net_yield,est_monthly_mortgage_20pct_down,cash_flow_20pct_down,risk_score,family_fit_score,investor_fit_score,renter_lifestyle_score,commute_score,school_access_score,flood_risk,title_risk,infrastructure_reliability,security_rating,road_access,market_liquidity,short_let_allowed,power_backup,water_supply,internet_reliability,pros,cons,best_for,warning_flags,ai_recommendation_summary,match_tags
NGL-0047,Ekiti,Ado-Ekiti,Ajilosun,Fajuyi / Basiri Axis,"Plot 169, Estate Avenue",Apartment / Flat,For Sale,Registered Deed,1,1,0,44,66,Irregular,2016,Excellent,17000000,257576,100000,1200000,800000,150000,100000,0.0706,-0.0004,252560,-3036722,31,67,51,61,51,42,Low,Verification needed,46,92,Fair,36,Yes,Solar + inverter,Estate water,Fiber available,Attractive gross yield; Strong security profile; Short-let optionality,Documentation diligence required; Commute risk; Power/water reliability concern,Family,Title verification,"Good family test candidate in Ajilosun, Ado-Ekiti; check Title verification before recommending.",budget; family; low-flood-risk
NGL-0048,Ogun,Ota,Sango Ota,Iju / Ijoko Axis,"Plot 110, Estate Avenue",Mixed-use Residential,For Sale,C of O,2,3,3,112,65,Regular,1999,Good,23500000,361538,150000,1800000,300000,200000,50000,0.0766,0.0432,349127,-3173527,27,67,56,47,59,77,Low,Clean,42,53,Poor,70,No,Inverter,Estate water,Fiber available,Strong school access; Attractive gross yield,Power/water reliability concern; Road quality risk,Family,Road access risk,"Good family test candidate in Sango Ota, Ota; check Road access risk before recommending.",budget; yield; family; low-flood-risk; clean-title
NGL-0049,Anambra,Awka,Aroma,Government House Axis,"Plot 144, Central Link Road",Detached Duplex,For Sale,C of O,4,3,4,491,202,Irregular,2014,Excellent,136500000,675743,850000,10200000,250000,1050000,650000,0.0747,0.0507,2027909,-17410913,23,80,51,56,41,42,Low,Clean,58,80,Fair,46,No,None,Municipal + borehole,Fiber available,Attractive gross yield; Strong security profile; Large family layout,Commute risk; Road quality risk,Family,No major synthetic flags,"Good family test candidate in Aroma, Awka; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0050,Lagos,Lagos,Victoria Island,Oniru / Water Corp Axis,"Plot 50, Ligali Ayorinde Street",Uncompleted Shell,For Sale,C of O,5,5,4,1554,410,Compact,2014,Newly Built,1230500000,3001220,0,0,1950000,11250000,4900000,0.0,-0.0147,18280898,-237470776,62,74,32,66,50,95,High,Clean,95,52,Good,86,Yes,Generator-ready,Tanker-dependent,Fiber available,High market liquidity; Strong school access; Reliable infrastructure,Drainage/flood checks required; High annual service charge; Commute risk,Family,Flood-zone diligence; High service charge,"Good family test candidate in Victoria Island, Lagos; check Flood-zone diligence, High service charge before recommending.",family; clean-title; prime
NGL-0051,Ogun,Abeokuta,Laderin,Kobape / Oke-Mosan Axis,"Plot 15, Ring Road",Apartment / Flat,For Sale,Governor's Consent,4,5,4,153,247,Irregular,2014,Newly Built,67500000,273279,300000,3600000,550000,950000,300000,0.0533,0.0197,1002812,-10701748,24,81,44,51,49,29,Low,Clean,40,71,Excellent,46,No,Inverter,Borehole,Patchy broadband,Balanced price for area,Commute risk; Power/water reliability concern,Family,No major synthetic flags,"Good family test candidate in Laderin, Abeokuta; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0052,Lagos,Lagos,Victoria Island,Oniru / Water Corp Axis,"Plot 117, Bishop Oluwole Street",Penthouse,Price Reduced,Registered Deed,4,3,4,159,172,Compact,1999,Good,707500000,4113372,5300000,63600000,1350000,3850000,2200000,0.0899,0.0677,10510959,-78199511,70,70,57,74,73,64,High,Verification needed,80,69,Good,90,Yes,Inverter,Tanker-dependent,Fiber available,High market liquidity; Attractive gross yield; Reliable infrastructure,Drainage/flood checks required; Documentation diligence required,Family,Flood-zone diligence; Title verification,"Good family test candidate in Victoria Island, Lagos; check Flood-zone diligence, Title verification before recommending.",yield; family; prime
NGL-0053,Lagos,Lagos,Epe,Alaro City / Epe Town,"Plot 48, Poka Road",Bungalow,For Sale,Registered Deed,4,4,5,624,253,Irregular,1982,Needs Renovation,101500000,401186,350000,4200000,250000,700000,200000,0.0414,0.0247,1507933,-15591192,60,75,32,69,95,48,Medium,Verification needed,54,52,Excellent,61,No,Generator-ready,Estate water,4G/5G reliable,Good commute profile,Drainage/flood checks required; Documentation diligence required; Repair budget needed,Family,Title verification; Renovation/structural check,"Good family test candidate in Epe, Lagos; check Title verification, Renovation/structural check before recommending.",family; renovation
NGL-0054,Kaduna,Kaduna,Barnawa,Narayi / High Cost,"Plot 124, Unity Road",Semi-detached Duplex,For Sale,Governor's Consent,4,3,5,685,231,Regular,1995,Good,108500000,469697,650000,7800000,350000,500000,450000,0.0719,0.0506,1611928,-13857136,25,79,54,61,53,50,Low,Clean,69,66,Fair,63,No,Shared generator,Borehole,Fiber available,Attractive gross yield; Large family layout,Commute risk; Road quality risk,Family,Estate litigation check,"Good family test candidate in Barnawa, Kaduna; check Estate litigation check before recommending.",family; low-flood-risk; clean-title
NGL-0055,Edo,Benin City,Ugbowo,University Axis,"Plot 163, Central Link Road",Townhouse,Distress Sale,Governor's Consent,4,4,4,112,192,Irregular,2020,Newly Built,75000000,390625,500000,6000000,200000,650000,150000,0.08,0.0563,1114236,-9150832,34,73,52,61,69,50,Medium,Clean,50,71,Fair,58,No,Solar + inverter,Municipal + borehole,Fiber available,Attractive gross yield,Drainage/flood checks required; Power/water reliability concern; Road quality risk,Family,No major synthetic flags,"Good family test candidate in Ugbowo, Benin City; check pricing and inspection before recommending.",yield; family; clean-title
NGL-0056,Enugu,Enugu,Independence Layout,New Haven Link,"Plot 124, Estate Avenue",Semi-detached Duplex,Price Reduced,Registered Deed,4,4,4,434,216,Compact,2015,Newly Built,168000000,777778,1100000,13200000,600000,1800000,800000,0.0786,0.0493,2495889,-21666663,37,77,57,61,59,56,Low,Verification needed,58,52,Fair,87,No,Shared generator,Estate water,4G/5G reliable,High market liquidity; Attractive gross yield; Large family layout,Documentation diligence required; Road quality risk,Family,Title verification,"Good family test candidate in Independence Layout, Enugu; check Title verification before recommending.",yield; family; low-flood-risk
NGL-0057,FCT,Abuja,Lugbe,Trademore / FHA,"Plot 99, Pyakasa Road",Apartment / Flat,Price Reduced,Family Receipt Only,3,3,3,57,101,Irregular,2019,Newly Built,32500000,321782,350000,4200000,450000,400000,100000,0.1292,0.0832,482836,-3090027,71,70,57,68,66,52,Medium,High caution,62,57,Fair,74,No,Solar + inverter,Estate water,Fiber available,Attractive gross yield,Drainage/flood checks required; Documentation diligence required; Road quality risk,Renter / Lifestyle,High title risk,"Good renter / lifestyle test candidate in Lugbe, Abuja; check High title risk before recommending.",budget; yield; renter-lifestyle
NGL-0058,Lagos,Lagos,Surulere,Bode Thomas / Aguda,"Plot 167, Adeniran Ogunsanya",Townhouse,Price Reduced,Governor's Consent,3,4,4,109,96,Irregular,2004,Needs Renovation,70000000,729167,500000,6000000,850000,550000,350000,0.0857,0.0496,1039954,-9009443,37,93,58,65,74,75,Low,Clean,60,71,Good,80,No,Solar + inverter,Borehole,Fiber available,High market liquidity; Strong school access; Attractive gross yield,Repair budget needed,Family,Renovation/structural check,"Good family test candidate in Surulere, Lagos; check Renovation/structural check before recommending.",yield; family; low-flood-risk; clean-title; renovation
NGL-0059,Kwara,Ilorin,GRA Ilorin,Tanke / GRA Link,"Plot 111, Ring Road",Apartment / Flat,Off-plan,C of O,1,1,1,54,51,Regular,2008,Good,16500000,323529,100000,1200000,300000,200000,100000,0.0727,0.0269,245132,-2497583,35,57,53,59,39,50,Medium,Clean,51,66,Fair,72,No,Generator-ready,Tanker-dependent,Fiber available,Attractive gross yield,Drainage/flood checks required; Commute risk; Power/water reliability concern,Investor,No major synthetic flags,"Good investor test candidate in GRA Ilorin, Ilorin; check pricing and inspection before recommending.",budget; investor; clean-title
NGL-0060,FCT,Abuja,Apo,Legislative Quarters / Resettlement,"Plot 118, Lokogoma Link",Townhouse,Distress Sale,Family Receipt Only,3,3,3,105,139,Regular,2019,Newly Built,76500000,550360,650000,7800000,150000,800000,350000,0.102,0.0717,1136521,-8152248,65,83,46,68,80,63,Low,High caution,68,36,Good,53,No,Inverter,Borehole,Fiber available,Good commute profile; Attractive gross yield,Documentation diligence required,Family,High title risk,"Good family test candidate in Apo, Abuja; check High title risk before recommending.",yield; family; low-flood-risk
NGL-0061,FCT,Abuja,Apo,Legislative Quarters / Resettlement,"Plot 96, Lokogoma Link",Apartment / Flat,Price Reduced,Governor's Consent,2,2,2,107,94,Compact,2015,Excellent,64000000,680851,450000,5400000,150000,850000,400000,0.0844,0.0515,950815,-8111776,26,79,54,70,67,62,Low,Clean,68,58,Excellent,53,No,Inverter,Municipal + borehole,4G/5G reliable,Attractive gross yield,May require negotiation to improve value,Family,No major synthetic flags,"Good family test candidate in Apo, Abuja; check pricing and inspection before recommending.",yield; family; low-flood-risk; clean-title
NGL-0062,Plateau,Jos,Rayfield,Old Airport / Rayfield Resort,"Plot 64, Ring Road",Apartment / Flat,Price Reduced,C of O,4,3,3,354,320,Regular,2023,Good,110500000,345312,350000,4200000,800000,650000,250000,0.038,0.0177,1641641,-17745692,29,83,44,59,37,60,Low,Clean,54,42,Excellent,44,Yes,Solar + inverter,Municipal + borehole,Fiber available,Short-let optionality,Commute risk; Power/water reliability concern,Family,Boundary survey check,"Good family test candidate in Rayfield, Jos; check Boundary survey check before recommending.",family; low-flood-risk; clean-title
NGL-0063,Cross River,Calabar,State Housing,Marian / Etta Agbor,"Plot 70, Estate Avenue",Penthouse,For Sale,C of O,3,3,4,84,135,Irregular,1990,Good,73500000,544444,600000,7200000,500000,450000,200000,0.098,0.0696,1091951,-7989415,24,92,67,65,60,69,Low,Clean,55,73,Good,56,Yes,Shared generator,Estate water,4G/5G reliable,Attractive gross yield; Short-let optionality,May require negotiation to improve value,Family,No major synthetic flags,"Good family test candidate in State Housing, Calabar; check pricing and inspection before recommending.",yield; family; low-flood-risk; clean-title
NGL-0064,FCT,Abuja,Asokoro,Aso Drive / ECOWAS Axis,"Plot 103, Yakubu Gowon Crescent",Townhouse,Off-plan,Gazette,4,5,4,115,172,Compact,1982,Needs Renovation,216500000,1258721,1750000,21000000,1350000,2900000,500000,0.097,0.0624,3216428,-25077134,48,86,59,67,60,81,Low,Verification needed,86,64,Fair,88,No,Shared generator,Estate water,Fiber available,High market liquidity; Strong school access; Attractive gross yield,Documentation diligence required; Repair budget needed; Road quality risk,Family,Title verification; Renovation/structural check,"Good family test candidate in Asokoro, Abuja; check Title verification, Renovation/structural check before recommending.",yield; family; low-flood-risk; prime; renovation
NGL-0065,Kaduna,Kaduna,Barnawa,Narayi / High Cost,"Plot 73, Estate Avenue",Mixed-use Residential,Off-plan,Registered Deed,3,2,4,378,166,Compact,2023,Fair,78500000,472892,250000,3000000,600000,650000,150000,0.0382,0.0154,1166234,-12784804,54,70,41,56,52,56,Medium,Verification needed,47,48,Fair,65,Yes,Generator-ready,Estate water,Fiber available,Short-let optionality,Drainage/flood checks required; Documentation diligence required; Repair budget needed,Family,Title verification; Renovation/structural check,"Good family test candidate in Barnawa, Kaduna; check Title verification, Renovation/structural check before recommending.",family; renovation
NGL-0066,Plateau,Jos,Rayfield,Old Airport / Rayfield Resort,"Plot 71, Central Link Road",Apartment / Flat,Price Reduced,Gazette,3,3,3,180,167,Corner plot,2005,Good,47500000,284431,250000,3000000,600000,200000,300000,0.0632,0.0318,705683,-6958193,33,89,44,69,64,51,Low,Verification needed,69,81,Good,46,No,Inverter,Borehole,4G/5G reliable,Strong security profile,Documentation diligence required,Family,Title verification,"Good family test candidate in Rayfield, Jos; check Title verification before recommending.",budget; family; low-flood-risk
NGL-0067,Rivers,Port Harcourt,Rumuodara,East-West Road Axis,"Plot 137, Central Link Road",Uncompleted Shell,For Sale,Governor's Consent,3,2,4,320,146,Regular,1975,Needs Renovation,56500000,386986,0,0,600000,250000,200000,0.0,-0.0186,839391,-11122693,51,76,21,47,45,51,Medium,Clean,48,49,Excellent,54,No,Shared generator,Borehole,Unknown,Balanced price for area,Drainage/flood checks required; Repair budget needed; Commute risk,Family,Renovation/structural check; Unpermitted extension,"Good family test candidate in Rumuodara, Port Harcourt; check Renovation/structural check, Unpermitted extension before recommending.",family; clean-title; renovation
NGL-0068,Oyo,Ibadan,Jericho,Onireke / Aleshinloye,"Plot 55, Estate Avenue",Terrace House,For Sale,C of O,5,4,5,354,349,Irregular,2018,Excellent,211000000,604585,1250000,15000000,450000,1300000,600000,0.0711,0.0507,3134717,-26916606,24,90,56,59,54,63,Low,Clean,57,70,Excellent,73,No,Solar + inverter,Tanker-dependent,Fiber available,Attractive gross yield; Large family layout,Commute risk,Family,No major synthetic flags,"Good family test candidate in Jericho, Ibadan; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0069,Osun,Osogbo,GRA Osogbo,Oke-Fia / Government House Axis,"Plot 88, Central Link Road",Mixed-use Residential,Price Reduced,Governor's Consent,2,3,1,124,94,Regular,2006,Good,38500000,409574,150000,1800000,700000,350000,50000,0.0468,0.0121,571974,-6397694,24,81,49,54,58,56,Low,Clean,30,73,Good,45,Yes,Generator-ready,Municipal + borehole,Fiber available,Short-let optionality,Power/water reliability concern,Family,No major synthetic flags,"Good family test candidate in GRA Osogbo, Osogbo; check pricing and inspection before recommending.",budget; family; low-flood-risk; clean-title
NGL-0070,Lagos,Lagos,Surulere,Bode Thomas / Aguda,"Plot 108, Bode Thomas Street",Apartment / Flat,For Sale,Gazette,3,2,4,145,163,Regular,2020,Good,127000000,779141,550000,6600000,750000,1300000,300000,0.052,0.0267,1886773,-19249275,38,82,43,71,62,51,Low,Verification needed,81,47,Excellent,61,No,Shared generator,Borehole,4G/5G reliable,Reliable infrastructure,Documentation diligence required,Family,Title verification,"Good family test candidate in Surulere, Lagos; check Title verification before recommending.",family; low-flood-risk
NGL-0071,Lagos,Lagos,Ajah,Thomas Estate / Abraham Adesanya,"Plot 8, Thomas Estate Road",Bungalow,Distress Sale,C of O,3,2,3,439,143,Irregular,1997,Needs Renovation,143000000,1000000,550000,6600000,500000,1850000,400000,0.0462,0.0209,2124477,-22501719,37,92,38,65,82,68,Low,Clean,53,75,Excellent,50,No,Generator-ready,Estate water,4G/5G reliable,Good commute profile; Strong security profile,Repair budget needed; Power/water reliability concern,Family,Renovation/structural check,"Good family test candidate in Ajah, Lagos; check Renovation/structural check before recommending.",family; low-flood-risk; clean-title; renovation
NGL-0072,Lagos,Lagos,Ikoyi,Ikoyi South / Banana Link,"Plot 101, Alexander Avenue",Bungalow,For Sale,Registered Deed,2,2,3,279,83,Regular,2003,Good,381500000,4596386,1850000,22200000,1000000,2000000,1550000,0.0582,0.0387,5667747,-53248963,35,86,53,65,59,85,Low,Verification needed,80,64,Excellent,93,No,Solar + inverter,Borehole,4G/5G reliable,High market liquidity; Strong school access; Reliable infrastructure,Documentation diligence required,Family,Title verification,"Good family test candidate in Ikoyi, Lagos; check Title verification before recommending.",family; low-flood-risk; prime
NGL-0073,FCT,Abuja,Asokoro,Aso Drive / ECOWAS Axis,"Plot 110, Gana Street",Detached Duplex,For Sale,C of O,5,4,5,718,342,Compact,1991,Good,1086500000,3176901,5300000,63600000,1950000,14350000,5850000,0.0585,0.0305,16141565,-160516780,27,95,57,55,54,95,Low,Clean,73,56,Good,96,No,Generator-ready,Borehole,Patchy broadband,High market liquidity; Strong school access; Reliable infrastructure,High annual service charge; Commute risk,Family,High service charge,"Good family test candidate in Asokoro, Abuja; check High service charge before recommending.",family; low-flood-risk; clean-title; prime
NGL-0074,FCT,Abuja,Gwarinpa,3rd Avenue / 5th Avenue,"Plot 171, 1st Avenue",Serviced Apartment,For Sale,C of O,3,2,4,122,164,Compact,2016,Excellent,183000000,1115854,750000,9000000,650000,2050000,1050000,0.0492,0.0223,2718736,-28544829,25,90,55,69,53,68,Low,Clean,82,64,Excellent,68,Yes,None,Estate water,4G/5G reliable,Reliable infrastructure; Short-let optionality,Commute risk,Family,No major synthetic flags,"Good family test candidate in Gwarinpa, Abuja; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0075,Osun,Osogbo,GRA Osogbo,Oke-Fia / Government House Axis,"Plot 56, Government House Road",Apartment / Flat,For Sale,C of O,1,1,1,58,65,Compact,1992,Fair,19500000,300000,50000,600000,200000,150000,100000,0.0308,0.0037,289701,-3404416,31,66,49,64,64,60,Low,Clean,45,65,Fair,74,Yes,Generator-ready,Estate water,Fiber available,Short-let optionality,Repair budget needed; Power/water reliability concern; Road quality risk,Family,Renovation/structural check,"Good family test candidate in GRA Osogbo, Osogbo; check Renovation/structural check before recommending.",budget; family; low-flood-risk; clean-title; renovation
NGL-0076,Oyo,Ibadan,Oluyole,Industrial Estate / Ring Road,"Plot 23, Ring Road",Terrace House,For Sale,Governor's Consent,4,3,4,155,157,Regular,2006,Good,82000000,522293,500000,6000000,100000,800000,150000,0.0732,0.0509,1218231,-10448776,23,82,55,61,52,52,Low,Clean,66,81,Fair,66,No,Shared generator,Borehole,Fiber available,Attractive gross yield; Strong security profile; Large family layout,Commute risk; Road quality risk,Family,No major synthetic flags,"Good family test candidate in Oluyole, Ibadan; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0077,Ekiti,Ado-Ekiti,Ajilosun,Fajuyi / Basiri Axis,"Plot 169, GRA Road",Detached Duplex,Tenant Occupied,Gazette,6,6,5,1107,564,Compact,1992,Good,226000000,400709,900000,10800000,200000,1000000,1300000,0.0478,0.0305,3357564,-33394772,38,77,48,44,48,59,Low,Verification needed,30,46,Fair,58,Yes,Inverter,Estate water,Patchy broadband,Large family layout; Short-let optionality,Documentation diligence required; Commute risk; Power/water reliability concern,Family,Title verification; Possession timeline,"Good family test candidate in Ajilosun, Ado-Ekiti; check Title verification, Possession timeline before recommending.",family; low-flood-risk
NGL-0078,Cross River,Calabar,State Housing,Marian / Etta Agbor,"Plot 38, Central Link Road",Semi-detached Duplex,For Sale,C of O,5,5,5,463,232,Irregular,2018,Newly Built,112000000,482759,800000,9600000,900000,1050000,650000,0.0857,0.0514,1663926,-14215108,27,86,52,53,49,60,Low,Clean,37,53,Excellent,43,No,Generator-ready,Municipal + borehole,Fiber available,Attractive gross yield; Large family layout,Commute risk; Power/water reliability concern,Family,No major synthetic flags,"Good family test candidate in State Housing, Calabar; check pricing and inspection before recommending.",yield; family; low-flood-risk; clean-title
NGL-0079,Ogun,Mowe-Ofada,Mowe,Redemption Camp / Ofada,"Plot 67, Ring Road",Semi-detached Duplex,For Sale,Gazette,5,5,5,579,314,Corner plot,2021,Newly Built,131000000,417197,850000,10200000,250000,1800000,500000,0.0779,0.0483,1946199,-17030386,48,74,53,52,63,45,Medium,Verification needed,50,50,Good,84,No,Inverter,Borehole,Patchy broadband,High market liquidity; Attractive gross yield; Large family layout,Drainage/flood checks required; Documentation diligence required; Power/water reliability concern,Family,Title verification; Boundary survey check,"Good family test candidate in Mowe, Mowe-Ofada; check Title verification, Boundary survey check before recommending.",yield; family
NGL-0080,Lagos,Lagos,Ikoyi,Ikoyi South / Banana Link,"Plot 116, Kingsway Road",Mixed-use Residential,Tenant Occupied,Governor's Consent,2,3,3,168,75,Regular,2014,Good,341500000,4553333,1800000,21600000,3250000,3550000,1500000,0.0633,0.0307,5073488,-50389853,33,65,55,61,87,77,Medium,Clean,75,80,Poor,91,No,Shared generator,Estate water,4G/5G reliable,High market liquidity; Strong school access; Good commute profile,Drainage/flood checks required; High annual service charge; Road quality risk,Renter / Lifestyle,High service charge; Possession timeline; Road access risk,"Good renter / lifestyle test candidate in Ikoyi, Lagos; check High service charge, Possession timeline before recommending.",renter-lifestyle; clean-title; prime
NGL-0081,Ogun,Ota,Sango Ota,Iju / Ijoko Axis,"Plot 111, Ring Road",Semi-detached Duplex,For Sale,C of O,5,6,5,872,303,Regular,2021,Excellent,133500000,440594,700000,8400000,250000,1750000,650000,0.0629,0.0349,1983340,-19142080,60,59,38,59,54,52,High,Clean,58,67,Fair,59,No,None,Borehole,Fiber available,Large family layout,Drainage/flood checks required; Commute risk; Road quality risk,Family,Flood-zone diligence,"Good family test candidate in Sango Ota, Ota; check Flood-zone diligence before recommending.",family; clean-title
NGL-0082,Ogun,Abeokuta,Laderin,Kobape / Oke-Mosan Axis,"Plot 16, Estate Avenue",Terrace House,For Sale,Registered Deed,4,4,3,264,226,Corner plot,2006,Good,68000000,300885,450000,5400000,400000,500000,350000,0.0794,0.0507,1010241,-8674887,36,88,48,59,68,62,Low,Verification needed,43,62,Good,49,No,Inverter,Estate water,Fiber available,Attractive gross yield; Large family layout,Documentation diligence required; Power/water reliability concern,Family,Title verification,"Good family test candidate in Laderin, Abeokuta; check Title verification before recommending.",yield; family; low-flood-risk
NGL-0083,Cross River,Calabar,State Housing,Marian / Etta Agbor,"Plot 142, Ring Road",Mixed-use Residential,For Sale,C of O,5,4,5,454,232,Irregular,1985,Good,111500000,480603,600000,7200000,550000,550000,600000,0.0646,0.0409,1656497,-15313970,26,83,55,67,86,74,Low,Clean,56,58,Fair,49,Yes,Shared generator,Municipal + borehole,Fiber available,Good commute profile; Short-let optionality,Road quality risk,Family,No major synthetic flags,"Good family test candidate in State Housing, Calabar; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0084,Lagos,Lagos,Yaba,Sabo / Alagomeji,"Plot 62, Alagomeji Road",Semi-detached Duplex,For Sale,Family Receipt Only,5,4,4,978,340,Compact,2014,Fair,350500000,1030882,1750000,21000000,300000,4850000,1400000,0.0599,0.0334,5207196,-50766353,76,77,36,65,50,67,Medium,High caution,90,69,Fair,79,No,Inverter,Borehole,Fiber available,High market liquidity; Reliable infrastructure; Large family layout,Drainage/flood checks required; Documentation diligence required; Repair budget needed,Family,High title risk; Renovation/structural check,"Good family test candidate in Yaba, Lagos; check High title risk, Renovation/structural check before recommending.",family; renovation
NGL-0085,Lagos,Lagos,Magodo,Phase 2 / Shangisha,"Plot 78, CMD Road",Terrace House,Off-plan,Governor's Consent,4,4,5,142,174,Irregular,2008,Good,177000000,1017241,1600000,19200000,850000,800000,650000,0.1085,0.0814,2629597,-17151162,25,92,66,61,65,78,Low,Clean,52,65,Excellent,67,No,Generator-ready,Municipal + borehole,Fiber available,Strong school access; Attractive gross yield; Large family layout,Power/water reliability concern,Family,No major synthetic flags,"Good family test candidate in Magodo, Lagos; check pricing and inspection before recommending.",yield; family; low-flood-risk; clean-title
NGL-0086,Lagos,Lagos,Ajah,Thomas Estate / Abraham Adesanya,"Plot 51, Addo Road",Apartment / Flat,For Sale,Family Receipt Only,2,2,2,64,83,Corner plot,2011,Good,48500000,584337,450000,5400000,550000,700000,150000,0.1113,0.068,720539,-5348471,83,66,49,76,95,74,High,High caution,67,80,Excellent,78,No,Solar + inverter,Borehole,Fiber available,High market liquidity; Good commute profile; Attractive gross yield,Drainage/flood checks required; Documentation diligence required,Family,Flood-zone diligence; High title risk,"Good family test candidate in Ajah, Lagos; check Flood-zone diligence, High title risk before recommending.",budget; yield; family
NGL-0087,Lagos,Lagos,Ikeja GRA,Maryland / GRA,"Plot 86, Isaac John Street",Mixed-use Residential,Off-plan,Governor's Consent,3,3,2,281,126,Compact,2012,Good,205500000,1630952,1350000,16200000,2950000,2100000,300000,0.0788,0.0425,3053007,-27892078,25,88,60,60,65,85,Low,Clean,87,69,Fair,81,No,Shared generator,Tanker-dependent,Patchy broadband,High market liquidity; Strong school access; Attractive gross yield,High annual service charge; Road quality risk,Family,High service charge,"Good family test candidate in Ikeja GRA, Lagos; check High service charge before recommending.",yield; family; low-flood-risk; clean-title
NGL-0088,Enugu,Enugu,New Haven,Upper Chime / Nike Road,"Plot 196, Unity Road",Detached Duplex,For Sale,Governor's Consent,4,4,4,485,197,Compact,2026,Good,187000000,949239,750000,9000000,200000,1100000,800000,0.0481,0.0306,2778162,-27607940,27,85,47,60,68,57,Low,Clean,45,55,Excellent,68,No,Shared generator,Municipal + borehole,Fiber available,Large family layout,Power/water reliability concern,Family,No major synthetic flags,"Good family test candidate in New Haven, Enugu; check pricing and inspection before recommending.",family; low-flood-risk; clean-title
NGL-0089,Lagos,Lagos,Ajah,Thomas Estate / Abraham Adesanya,"Plot 124, Abraham Adesanya Road",Apartment / Flat,For Sale,Registered Deed,3,3,2,99,169,Compact,2016,Newly Built,135500000,801775,800000,9600000,800000,800000,600000,0.0708,0.0454,2013053,-18004636,71,70,41,68,67,71,High,Verification needed,60,63,Good,77,No,Shared generator,Municipal + borehole,4G/5G reliable,High market liquidity; Attractive gross yield,Drainage/flood checks required; Documentation diligence required,Family,Flood-zone diligence; Title verification,"Good family test candidate in Ajah, Lagos; check Flood-zone diligence, Title verification before recommending.",family
NGL-0090,Delta,Warri,Effurun GRA,Airport Road / GRA,"Plot 131, GRA Road",Apartment / Flat,For Sale,Registered Deed,2,3,3,79,107,Irregular,2024,Excellent,47500000,443925,250000,3000000,100000,700000,250000,0.0632,0.0328,705683,-6908193,46,75,45,48,30,73,Medium,Verification needed,49,59,Good,70,No,Generator-ready,Estate water,Patchy broadband,Balanced price for area,Drainage/flood checks required; Documentation diligence required; Commute risk,Family,Title verification,"Good family test candidate in Effurun GRA, Warri; check Title verification before recommending.",budget; family
NGL-0091,FCT,Abuja,Gwarinpa,3rd Avenue / 5th Avenue,"Plot 99, Setraco Gate Road",Apartment / Flat,For Sale,Registered Deed,4,3,3,135,197,Corner plot,2024,Newly Built,166000000,842640,1050000,12600000,200000,1850000,650000,0.0759,0.0498,2466176,-21332107,45,90,57,70,78,94,Medium,Verification needed,56,67,Good,71,Yes,Generator-ready,Borehole,Fiber available,Strong school access; Good commute profile; Attractive gross yield,Drainage/flood checks required; Documentation diligence required,Family,Title verification,"Good family test candidate in Gwarinpa, Abuja; check Title verification before recommending.",yield; family
NGL-0092,Kwara,Ilorin,GRA Ilorin,Tanke / GRA Link,"Plot 40, Government House Road",Apartment / Flat,For Sale,Registered Deed,3,3,4,82,150,Regular,1987,Fair,45500000,303333,250000,3000000,700000,200000,200000,0.0659,0.0332,675970,-6601638,50,78,43,68,64,44,Medium,Verification needed,65,72,Good,64,No,Generator-ready,Estate water,4G/5G reliable,Attractive gross yield,Drainage/flood checks required; Documentation diligence required; Repair budget needed,Family,Title verification; Renovation/structural check,"Good family test candidate in GRA Ilorin, Ilorin; check Title verification, Renovation/structural check before recommending.",budget; family; renovation
NGL-0093,Lagos,Lagos,Ikeja GRA,Maryland / GRA,"Plot 99, Isaac John Street",Apartment / Flat,Off-plan,C of O,2,3,1,115,110,Regular,1988,Needs Renovation,104500000,950000,550000,6600000,1600000,1200000,600000,0.0632,0.0224,1552502,-16288025,38,89,59,65,60,92,Low,Clean,54,69,Good,87,Yes,Inverter,Borehole,4G/5G reliable,High market liquidity; Strong school access; Short-let optionality,Repair budget needed; High annual service charge; Power/water reliability concern,Family,Renovation/structural check; High service charge,"Good family test candidate in Ikeja GRA, Lagos; check Renovation/structural check, High service charge before recommending.",family; low-flood-risk; clean-title; renovation
